src_text,tgt_text,author,filename
دل ہم نے دیا تھا تجھے امید وفا پر,dil ham ne diyā thā tujhe ummīd-e-vafā par,bahadur-shah-zafar,kyaa-kuchh-na-kiyaa-aur-hain-kyaa-kuchh-nahiin-karte-bahadur-shah-zafar-ghazals
تم ہم سے نہیں کرتے وفا کچھ نہیں کرتے,tum ham se nahīñ karte vafā kuchh nahīñ karte,bahadur-shah-zafar,kyaa-kuchh-na-kiyaa-aur-hain-kyaa-kuchh-nahiin-karte-bahadur-shah-zafar-ghazals
کرتے ہیں وہ اس طرح ظفرؔ دل پہ جفائیں,karte haiñ vo is tarah 'zafar' dil pe jafā.eñ,bahadur-shah-zafar,kyaa-kuchh-na-kiyaa-aur-hain-kyaa-kuchh-nahiin-karte-bahadur-shah-zafar-ghazals
ظاہر میں یہ جانو کہ جفا کچھ نہیں کرتے,zāhir meñ ye jaano ki jafā kuchh nahīñ karte,bahadur-shah-zafar,kyaa-kuchh-na-kiyaa-aur-hain-kyaa-kuchh-nahiin-karte-bahadur-shah-zafar-ghazals
کیونکر نہ خاکسار رہیں اہل کیں سے دور,kyūñkar na ḳhāksār raheñ ahl-e-kīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
دیکھو زمیں فلک سے فلک ہے زمیں سے دور,dekho zamīñ falak se falak hai zamīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
پروانہ وصل شمع پہ دیتا ہے اپنی جاں,parvāna vasl-e-sham.a pe detā hai apnī jaañ,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
کیونکر رہے دل اس کے رخ آتشیں سے دور,kyūñkar rahe dil us ke ruḳh-e-ātishīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
مضمون وصل و ہجر جو نامہ میں ہے رقم,mazmūn-e-vasl-o-hijr jo naame meñ hai raqam,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
ہے حرف بھی کہیں سے ملے اور کہیں سے دور,hai harf bhī kahīñ se mile aur kahīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
گو تیر بے گماں ہے مرے پاس پر ابھی,go tīr-e-be-gumāñ hai mire paas par abhī,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
جائے نکل کے سینۂ چرخ بریں سے دور,jaa.e nikal ke sīna-e-charḳh-e-barīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
وہ کون ہے کہ جاتے نہیں آپ جس کے پاس,vo kaun hai ki jaate nahīñ aap jis ke paas,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
لیکن ہمیشہ بھاگتے ہو تم ہمیں سے دور,lekin hamesha bhāgte ho tum hamīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
حیران ہوں کہ اس کے مقابل ہو آئینہ,hairān huuñ ki us ke muqābil ho ā.īna,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
جو پر غرور کھنچتا ہے ماہ مبیں سے دور,jo pur-ġhurūr khiñchtā hai māh-e-mubīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
یاں تک عدو کا پاس ہے ان کو کہ بزم میں,yaañ tak adū kā paas hai un ko ki bazm meñ,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
وہ بیٹھتے بھی ہیں تو مرے ہم نشیں سے دور,vo baithte bhī haiñ to mire ham-nashīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
منظور ہو جو دید تجھے دل کی آنکھ سے,manzūr ho jo diid tujhe dil kī aañkh se,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
پہنچے تری نظر نگہ دور بیں سے دور,pahuñche tirī nazar nigah-e-dūr-bīñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
دنیائے دوں کی دے نہ محبت خدا ظفرؔ,duniyā-e-dūñ kī de na mohabbat ḳhudā 'zafar',bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
انساں کو پھینک دے ہے یہ ایمان و دیں سے دور,insāñ ko pheñk de hai ye īmān o diiñ se duur,bahadur-shah-zafar,kyuunkar-na-khaaksaar-rahen-ahl-e-kiin-se-duur-bahadur-shah-zafar-ghazals
کیونکہ ہم دنیا میں آئے کچھ سبب کھلتا نہیں,kyūñki ham duniyā meñ aa.e kuchh sabab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
اک سبب کیا بھید واں کا سب کا سب کھلتا نہیں,ik sabab kyā bhed vaañ kā sab kā sab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
پوچھتا ہے حال بھی گر وہ تو مارے شرم کے,pūchhtā hai haal bhī gar vo to maare sharm ke,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
غنچۂ تصویر کے مانند لب کھلتا نہیں,ġhuncha-e-tasvīr ke mānind lab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
شاہد مقصود تک پہنچیں گے کیونکر دیکھیے,shāhid-e-maqsūd tak pahuñcheñge kyūñkar dekhiye,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
بند ہے باب تمنا ہے غضب کھلتا نہیں,band hai bāb-e-tamannā hai ġhazab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
بند ہے جس خانۂ زنداں میں دیوانہ تیرا,band hai jis ḳhāna-e-zindāñ meñ dīvāna terā,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
اس کا دروازہ پری رو روز و شب کھلتا نہیں,us kā darvāza parī-rū roz o shab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
دل ہے یہ غنچہ نہیں ہے اس کا عقدہ اے صبا,dil hai ye ġhuncha nahīñ hai is kā uqda ai sabā,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
کھولنے کا جب تلک آوے نہ ڈھب کھلتا نہیں,kholne kā jab talak aave na dhab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
عشق نے جن کو کیا خاطر گرفتہ ان کا دل,ishq ne jin ko kiyā ḳhātir-girafta un kā dil,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
لاکھ ہووے گرچہ سامان طرب کھلتا نہیں,laakh hove garche sāmān-e-tarab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
کس طرح معلوم ہووے اس کے دل کا مدعا,kis tarah mālūm hove us ke dil kā mudda.ā,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
مجھ سے باتوں میں ظفرؔ وہ غنچہ لب کھلتا نہیں,mujh se bātoñ meñ 'zafar' vo ġhuncha-lab khultā nahīñ,bahadur-shah-zafar,kyuunki-ham-duniyaa-men-aae-kuchh-sabab-khultaa-nahiin-bahadur-shah-zafar-ghazals
لگتا نہیں ہے دل مرا اجڑے دیار میں,lagtā nahīñ hai dil mirā ujḍe dayār meñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
کس کی بنی ہے عالم ناپائیدار میں,kis kī banī hai ālam-e-nā-pā.edār meñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
ان حسرتوں سے کہہ دو کہیں اور جا بسیں,in hasratoñ se kah do kahīñ aur jā baseñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
اتنی جگہ کہاں ہے دل داغدار میں,itnī jagah kahāñ hai dil-e-dāġh-dār meñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
کانٹوں کو مت نکال چمن سے او باغباں,kāñtoñ ko mat nikāl chaman se o bāġhbāñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
یہ بھی گلوں کے ساتھ پلے ہیں بہار میں,ye bhī guloñ ke saath pale haiñ bahār meñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
بلبل کو باغباں سے نہ صیاد سے گلہ,bulbul ko bāġhbāñ se na sayyād se gila,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
قسمت میں قید لکھی تھی فصل بہار میں,qismat meñ qaid likkhī thī fasl-e-bahār meñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
کتنا ہے بد نصیب ظفرؔ دفن کے لیے,kitnā hai bad-nasīb 'zafar' dafn ke liye,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
دو گز زمین بھی نہ ملی کوئے یار میں,do gaz zamīn bhī na milī kū-e-yār meñ,bahadur-shah-zafar,lagtaa-nahiin-hai-dil-miraa-ujde-dayaar-men-bahadur-shah-zafar-ghazals
میں ہوں عاصی کہ پر خطا کچھ ہوں,maiñ huuñ aasī ki pur-ḳhatā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
تیرا بندہ ہوں اے خدا کچھ ہوں,terā banda huuñ ai ḳhudā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
جزو و کل کو نہیں سمجھتا میں,juzv o kul ko nahīñ samajhtā maiñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
دل میں تھوڑا سا جانتا کچھ ہوں,dil meñ thoḍā sā jāntā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
تجھ سے الفت نباہتا ہوں میں,tujh se ulfat nibāhtā huuñ maiñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
با وفا ہوں کہ بے وفا کچھ ہوں,bā-vafā huuñ ki bevafā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
جب سے ناآشنا ہوں میں سب سے,jab se nā-āshnā huuñ maiñ sab se,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
تب کہیں اس سے آشنا کچھ ہوں,tab kahīñ us se āshnā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
نشۂ عشق لے اڑا ہے مجھے,nashsha-e-ishq le uḍā hai mujhe,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
اب مزے میں اڑا رہا کچھ ہوں,ab maze meñ uḍā rahā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
خواب میرا ہے عین بیداری,ḳhvāb merā hai ain bedārī,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
میں تو اس میں بھی دیکھتا کچھ ہوں,maiñ to us meñ bhī dekhtā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
گرچہ کچھ بھی نہیں ہوں میں لیکن,garche kuchh bhī nahīñ huuñ maiñ lekin,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
اس پہ بھی کچھ نہ پوچھو کیا کچھ ہوں,us pe bhī kuchh na pūchho kyā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
سمجھے وہ اپنا خاکسار مجھے,samjhe vo apnā ḳhāksār mujhe,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
خاک رہ ہوں کہ خاک پا کچھ ہوں,ḳhāk-e-rah huuñ ki ḳhāk-e-pā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
چشم الطاف فخر دیں سے ہوں,chashm-e-altāf faḳhr-e-dīñ se huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
اے ظفرؔ کچھ سے ہو گیا کچھ ہوں,ai 'zafar' kuchh se ho gayā kuchh huuñ,bahadur-shah-zafar,main-huun-aasii-ki-pur-khataa-kuchh-huun-bahadur-shah-zafar-ghazals
مر گئے اے واہ ان کی ناز برداری میں ہم,mar ga.e ai vaah un kī nāz-bardārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
دل کے ہاتھوں سے پڑے کیسی گرفتاری میں ہم,dil ke hāthoñ se paḍe kaisī giraftārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
سب پہ روشن ہے ہماری سوزش دل بزم میں,sab pe raushan hai hamārī sozish-e-dil bazm meñ,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
شمع ساں جلتے ہیں اپنی گرم بازاری میں ہم,sham.a saañ jalte haiñ apnī garm-bāzārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
یاد میں ہے تیرے دم کی آمد و شد پر خیال,yaad meñ hai tere dam kī āmad-o-shud pur-ḳhayāl,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
بے خبر سب سے ہیں اس دم کی خبرداری میں ہم,be-ḳhabar sab se haiñ is dam kī ḳhabardārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
جب ہنسایا گردش گردوں نے ہم کو شکل گل,jab hañsāyā gardish-e-gardūñ ne ham ko shakl-e-gul,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
مثل شبنم ہیں ہمیشہ گریہ و زاری میں ہم,misl-e-shabnam haiñ hamesha girya o zaarī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
چشم و دل بینا ہے اپنے روز و شب اے مردماں,chashm o dil biinā hai apne roz o shab ai mardumāñ,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
گرچہ سوتے ہیں بظاہر پر ہیں بیداری میں ہم,garche sote haiñ ba-zāhir par haiñ bedārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
دوش پر رخت سفر باندھے ہے کیا غنچہ صبا,dosh par raḳht-e-safar bāñdhe hai kyā ġhuncha sabā,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
دیکھتے ہیں سب کو یاں جیسے کہ تیاری میں ہم,dekhte haiñ sab ko yaañ jaise ki tayyārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
کب تلک بے دید سے یا رب رکھیں چشم وفا,kab talak be-dīd se yā rab rakheñ chashm-e-vafā,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
لگ رہے ہیں آج کل تو دل کی غم خواری میں ہم,lag rahe haiñ aaj kal to dil kī ġham-ḳhvārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
دیکھ کر آئینہ کیا کہتا ہے یارو اب وہ شوخ,dekh kar ā.īna kyā kahtā hai yaaro ab vo shoḳh,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
ماہ سے صد چند بہتر ہیں ادا داری میں ہم,maah se sad chand behtar haiñ adā-dārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
اے ظفرؔ لکھ تو غزل بحر و قوافی پھیر کر,ai 'zafar' likh tū ġhazal bahr o qavāfī pher kar,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
خامۂ در ریز سے ہیں اب گہر باری میں ہم,ḳhāma-e-dur-rez se haiñ ab guhar-bārī meñ ham,bahadur-shah-zafar,mar-gae-ai-vaah-un-kii-naaz-bardaarii-men-ham-bahadur-shah-zafar-ghazals
محبت چاہیے باہم ہمیں بھی ہو تمہیں بھی ہو,mohabbat chāhiye bāham hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
خوشی ہو اس میں یا ہو غم ہمیں بھی ہو تمہیں بھی ہو,ḳhushī ho is meñ yā ho ġham hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
غنیمت تم اسے سمجھو کہ اس خم خانہ میں یارو,ġhanīmat tum ise samjho ki is ḳhum-ḳhāne meñ yaaro,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
نصیب اک دم دل خرم ہمیں بھی ہو تمہیں بھی ہو,nasīb ik-dam dil-e-ḳhurram hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
دلاؤ حضرت دل تم نہ یاد خط سبز اس کا,dilāo hazrat-e-dil tum na yād-e-ḳhat-e-sabz us kā,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
کہیں ایسا نہ ہو یہ سم ہمیں بھی ہو تمہیں بھی ہو,kahīñ aisā na ho ye sam hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
ہمیشہ چاہتا ہے دل کہ مل کر کیجے مے نوشی,hamesha chāhtā hai dil ki mil kar kiije mai-noshī,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
میسر جام مے جم جم ہمیں بھی ہو تمہیں بھی ہو,mayassar jām-e-mai-e-jam-jam hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
ہم اپنا عشق چمکائیں تم اپنا حسن چمکاؤ,ham apnā ishq chamkā.eñ tum apnā husn chamkāo,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
کہ حیراں دیکھ کر عالم ہمیں بھی ہو تمہیں بھی ہو,ki hairāñ dekh kar aalam hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
رہے حرص و ہوا دائم عزیزو ساتھ جب اپنے,rahe hirs-o-havā daa.im azīzo saath jab apne,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
نہ کیونکر فکر بیش و کم ہمیں بھی ہو تمہیں بھی ہو,na kyūñkar fikr-e-besh-o-kam hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
ظفرؔ سے کہتا ہے مجنوں کہیں درد دل محزوں,'zafar' se kahtā hai majnūñ kahīñ dard-e-dil mahzūñ,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
جو غم سے فرصت اب اک دم ہمیں بھی ہو تمہیں بھی ہو,jo ġham se fursat ab ik dam hameñ bhī ho tumheñ bhī ho,bahadur-shah-zafar,mohabbat-chaahiye-baaham-hamen-bhii-ho-tumhen-bhii-ho-bahadur-shah-zafar-ghazals
نہ دائم غم ہے نے عشرت کبھی یوں ہے کبھی ووں ہے,na daa.im ġham hai ne ishrat kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
تبدل یاں ہے ہر ساعت کبھی یوں ہے کبھی ووں ہے,tabaddul yaañ hai har saa.at kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
گریباں چاک ہوں گاہے اڑاتا خاک ہوں گاہے,garebāñ-chāk huuñ gaahe uḍātā ḳhaak huuñ gaahe,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
لیے پھرتی مجھے وحشت کبھی یوں ہے کبھی ووں ہے,liye phirtī mujhe vahshat kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
ابھی ہیں وہ مرے ہم دم ابھی ہو جائیں گے دشمن,abhī haiñ vo mire hamdam abhī ho jā.eñge dushman,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
نہیں اک وضع پر صحبت کبھی یوں ہے کبھی ووں ہے,nahīñ ik vaz.a par sohbat kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
جو شکل شیشہ گریاں ہوں تو مثل جام خنداں ہوں,jo shakl-e-shīsha giryāñ huuñ to misl-e-jām ḳhandāñ huuñ,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
یہی ہے یاں کی کیفیت کبھی یوں ہے کبھی ووں ہے,yahī hai yaañ kī kaifiyyat kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
کسی وقت اشک ہیں جاری کسی وقت آہ اور زاری,kisī vaqt ashk haiñ jaarī kisī vaqt aah aur zaarī,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
غرض حال غم فرقت کبھی یوں ہے کبھی ووں ہے,ġharaz hāl-e-ġham-e-furqat kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
کوئی دن ہے بہار گل پھر آخر ہے خزاں بالکل,koī din hai bahār-e-gul phir āḳhir hai ḳhizāñ bilkul,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
چمن ہے منزل عبرت کبھی یوں ہے کبھی ووں ہے,chaman hai manzil-e-ibrat kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
ظفرؔ اک بات پر دائم وہ ہووے کس طرح قائم,'zafar' ik baat par daa.im vo hove kis tarah qaa.im,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
جو اپنی پھیرتا نیت کبھی یوں ہے کبھی ووں ہے,jo apnī phertā niyyat kabhī yuuñ hai kabhī vuuñ hai,bahadur-shah-zafar,na-daaim-gam-hai-ne-ishrat-kabhii-yuun-hai-kabhii-vuun-hai-bahadur-shah-zafar-ghazals
نہ دو دشنام ہم کو اتنی بد خوئی سے کیا حاصل,na do dushnām ham ko itnī bad-ḳhūī se kyā hāsil,bahadur-shah-zafar,na-do-dushnaam-ham-ko-itnii-bad-khuuii-se-kyaa-haasil-bahadur-shah-zafar-ghazals
تمہیں دینا ہی ہوگا بوسہ خم روئی سے کیا حاصل,tumheñ denā hī hogā bosa ḳham-rūī se kyā hāsil,bahadur-shah-zafar,na-do-dushnaam-ham-ko-itnii-bad-khuuii-se-kyaa-haasil-bahadur-shah-zafar-ghazals
